seq,date,year,status,signature,has_rodo_violation,resolution,violation,violated_requirement,fine,rodo_articles,file
455,2022-06-23,2022,PRAWOMOCNA,DKN.5131.11.2022,1,udziela Prezydentowi Miasta O. upomnienia.,stwierdzając naruszenie przez Prezydenta Miasta O,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.b;art.32ust.1lit.d;art.5ust.1;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.83ust.2,by-year/2022/2022-06-23__PRAWOMOCNA__DKN.5131.11.2022.txt
456,2023-11-30,2023,NIEPRAWOMOCNA,DKN.5131.13.2022,1,nakłada na L. Sp. z o.o. z siedzibą we W. administracyjną karę pieniężną w kwocie 117,stwierdzając naruszenie przez L,bezpieczeństwo przetwarzania (art. 32 RODO),117900 zl,art.32ust.1;art.6ust.1;art.6ust.1lit.c;art.57ust.1lit.a;art.32ust.2;art.4pkt7;art.32;art.32ust.1lit.b;art.32ust.1lit.a;art.5ust.2;art.32ust1;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.2lit.a;art.15;art.83ust.2lit.b;art.5ust.1;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.g;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.4;art.83ust.1,by-year/2023/2023-11-30__NIEPRAWOMOCNA__DKN.5131.13.2022.txt
457,2025-07-04,2025,NIEPRAWOMOCNA,DKN.5131.17.2022,1,nakłada na Niepubliczny Zakład Opieki Zdrowotnej (…) H. Sp. z o.o. z siedzibą w R. przy,stwierdzając naruszenie przez Niepubliczny Zakład Opieki Zdrowotnej (…) H,odpowiedzialność administratora (art. 24 RODO),32832 zl,art.32ust.1;art.5ust.2;art.35;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.25ust.1;art.32ust.2;art.24ust.1;art.32;art.32ust.1lit.b;art.5ust.1;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.4;art.83ust.5;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.4pkt15;art.83ust.2;art.83ust.2lit.f;art.83ust.2lit.k;art.40;art.83ust.2lit.c;art.34ust.2;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.42;art.83ust.2lit.j;art.83ust.1;art.58ust.2lit.b,by-year/2025/2025-07-04__NIEPRAWOMOCNA__DKN.5131.17.2022.txt
458,2022-11-03,2022,NIEPRAWOMOCNA,DKN.5131.18.2022,0,nakłada na Z. Sp. z o.o. z siedzibą w G. karę pieniężną w wysokości 250.000 PLN,stwierdzając naruszenie przez Z,,,,by-year/2022/2022-11-03__NIEPRAWOMOCNA__DKN.5131.18.2022.txt
459,2022-07-21,2022,PRAWOMOCNA,DKN.5131.2.2022,1,udziela Miejskiemu Ośrodkowi Pomocy Społecznej w O. upomnienia.,stwierdzając naruszenie przez Miejski Ośrodek Pomocy Społecznej w O,zasady przetwarzania danych (art. 5 RODO),,art.34;art.32ust.1;art.5ust.1;Art.5;art.5ust.2;art.24ust.1;art.25ust.1;art.32ust.2;art.32;art.58ust.2;art.83ust.2,by-year/2022/2022-07-21__PRAWOMOCNA__DKN.5131.2.2022.txt
460,2022-06-02,2022,PRAWOMOCNA,DKN.5131.23.2022,1,udziela upomnienia N. Sp. z o.o. z siedzibą w G.,stwierdzając naruszenie przez N,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.4;art.33ust.3lit.c;art.33ust.3lit.d;art.34ust.2;Art.34ust.1;art.33ust.3lit.b;art.5ust.1lit.a;art.34;art.4ust.7,by-year/2022/2022-06-02__PRAWOMOCNA__DKN.5131.23.2022.txt
461,2022-07-07,2022,PRAWOMOCNA,DKN.5131.27.2022,1,nakazuje Głównemu Geodecie Kraju z siedzibą w Warszawie przy ul. (…) zawiado-,1,zgłoszenie naruszenia do UODO (art. 33 RODO),60000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt1;art.4ust.1;art.34ust.3lit.a;art.4pkt12;art.87;Art.34ust.3;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.55;art.83ust.2lit.e;art.6ust.1;art.83ust.2lit.h;art.83ust.2lit.g;art.9;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.58ust.2;art.83ust.2lit.i;art.40;art.83ust.2lit.j;art.83ust.2lit.k;art.33;art.83ust.1,by-year/2022/2022-07-07__PRAWOMOCNA__DKN.5131.27.2022.txt
462,2022-08-16,2022,PRAWOMOCNA,DKN.5131.29.2022,1,nakłada na N. Ośrodek Kultury z siedzibą w N. przy ul. (…) administracyjną karę,stwierdzając naruszenie przez N,wymogi dot. podmiotu przetwarzającego i umowy powierzenia (art. 28 RODO),,art.28ust.1;art.57ust.1;art.57;art.58ust.2;art.28ust.3;art.28ust.9;art.4pkt7;art.4pkt8;art.5ust.1lit.a;Art.5ust.2;art.28;art.34;art.83ust.4lit.a;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.9;art.87;art.83ust.2lit.c;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.1,by-year/2022/2022-08-16__PRAWOMOCNA__DKN.5131.29.2022.txt
463,2025-06-03,2025,NIEPRAWOMOCNA,DKN.5131.30.2022,1,"nakłada na Wójta Gminy K. (Urząd Gminy K., K. (…), (…)-(…) K.), za naruszenie",1) stwierdzając naruszenie przez Gminny Ośrodek Pomocy Społecznej w K,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.5ust.2;art.33ust.1;art.28ust.3lit.c;art.28ust.3;art.28ust.3lit.h;art.33;art.4pkt7;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.9ust.1;art.10;art.32ust.1lit.b;art.28ust.1;art.28;art.32;art.32ust.2lit.d;art.32ust.1lit.d;art.5ust.1;art.4pkt12;art.34ust.3lit.a;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.33ust.3;art.83ust.2;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.87;art.9;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.40;art.42;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2025/2025-06-03__NIEPRAWOMOCNA__DKN.5131.30.2022.txt
464,2023-04-20,2023,NIEPRAWOMOCNA,DKN.5131.31.2022,1,"nakazuje Rzecznikowi Dyscyplinarnemu Izby Adwokackiej w X. (X., ul.(…)) dostoso-",stwierdzając naruszenie przez Rzecznika Dyscyplinarnego Izby Adwokackiej w X,zasady przetwarzania danych (art. 5 RODO),23580 zl,art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.24ust.1;art.32ust.2;art.25ust.1;art.32;art.32ust.1lit.d;art.5ust.1;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2litk;art.83ust.2;art.83ust.2lit.c;art.34ust.1;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83,by-year/2023/2023-04-20__NIEPRAWOMOCNA__DKN.5131.31.2022.txt
465,2024-04-24,2024,PRAWOMOCNA,DKN.5131.32.2022,1,nakazuje Komitetowi Inicjatywy Ustawodawczej W. na rzecz ustawy o zmianie usta-,1) stwierdzając naruszenie przez Komitet Inicjatywy Ustawodawczej W,zasady przetwarzania danych (art. 5 RODO),,art.5ust.1litf;art.5ust.2;art.33ust.1;art.34ust.1;art.32ust.1;art.34ust.2;art.4ust.7;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.32;art.5ust.1;art.4pkt7;art.32ust1lit.d;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.87;art.9ust.1;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.3lit.c;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.83ust2lit.g;art.9;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83;art.83ust.5,by-year/2024/2024-04-24__PRAWOMOCNA__DKN.5131.32.2022.txt
466,2023-12-20,2023,PRAWOMOCNA,DKN.5131.34.2022,1,"nakłada na Wójta Gminy P. (Urząd Gminy P., ul. (…)) za naruszenie przepisów art. 5 ust. 1",stwierdzając naruszenie przez Wójta Gminy P,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.33ust.1;art.39;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.b;art.32ust.1lit.c;art.32ust.1lit.d;art.38ust.1;art.38;art.5ust.1;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.10;art.87;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.34ust.3lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2023/2023-12-20__PRAWOMOCNA__DKN.5131.34.2022.txt
467,2023-12-19,2023,NIEPRAWOMOCNA,DKN.5131.42.2022,1,"nakazuje Sądowi Okręgowemu w Krakowie zawiadomienie, w terminie 3 dni od dnia",1) stwierdzając naruszenie przez Sąd Okręgowy w Krakowie z siedzibą w Krakowie przy ul,zgłoszenie naruszenia do UODO (art. 33 RODO),10000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.33;art.4pkt12;art.55ust.3;art.5ust.1lit.f;art.34;art.33ust.3lit.b;art.34ust.3lit.a;art.87;art.33ust.3;art.9;art.5ust.1lit.a;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.33ust.5,by-year/2023/2023-12-19__NIEPRAWOMOCNA__DKN.5131.42.2022.txt
468,2023-07-12,2023,PRAWOMOCNA,DKN.5131.43.2022,1,nakazuje Pani K.W. prowadzącej działalność gospodarczą pod nazwą W. z miejscem,stwierdzając naruszenie przez Panią K,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt12;Art.33;art.33ust.3lit.b;art.34ust.3lit.a;art.5ust.2;art.87;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.2lit.a;art.33ust.3;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.2lit.k;art.83ust.1,by-year/2023/2023-07-12__PRAWOMOCNA__DKN.5131.43.2022.txt
469,2023-05-09,2023,PRAWOMOCNA,DKN.5131.44.2022,1,"nakłada na Burmistrza Miasta i Gminy W. (Urząd Miasta i Gminy W., ul. (…)) za narusze-",stwierdzając naruszenie przez Burmistrza Miasta i Gminy W,zasady przetwarzania danych (art. 5 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.1;art.32ust.2;art.24ust.1;art.9;art.10;art.32ust.1lit.d;art.5ust.1;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1,by-year/2023/2023-05-09__PRAWOMOCNA__DKN.5131.44.2022.txt
470,2023-03-14,2023,NIEPRAWOMOCNA,DKN.5131.45.2022,1,stwierdzając naruszenie przez Prokuraturę Rejonową w G. z siedzibą w G. przy ul. (…),stwierdzając naruszenie przez Prokuraturę Rejonową w G,zgłoszenie naruszenia do UODO (art. 33 RODO),20000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.2lit.e;art.4pkt12;Art.33;art.33ust.3lit.b;art.34ust.3lit.a;art.9ust.1;art.5ust.2;art.87;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.2lit.k;art.83ust.1,by-year/2023/2023-03-14__NIEPRAWOMOCNA__DKN.5131.45.2022.txt
471,2023-07-18,2023,NIEPRAWOMOCNA,DKN.5131.47.2022,1,"nakłada na K. za naruszenie przepisów art. 5 ust. 1 lit. f), art. 5 ust. 2, art. 25 ust. 1 oraz",stwierdzając naruszenie przez K,zasady przetwarzania danych (art. 5 RODO),,art.5ust.1lit.f;art.5ust.2;art.32ust.1;art.4pkt7;art.37ust.1lit.a;art.57ust.1lit.a;Art.5;art.25ust.1;art.32ust.2;art.24ust.1;art.9;art.10;art.32ust.1lit.d;art.32ust.1lit.a;art.32;art.5ust.1;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.87;art.83ust.2lit.f;art.58ust.2lit.d;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.58ust.2lit.b;art.83ust.1,by-year/2023/2023-07-18__NIEPRAWOMOCNA__DKN.5131.47.2022.txt
472,2025-06-17,2025,NIEPRAWOMOCNA,DKN.5131.48.2022,1,nakazuje Szpitalowi dostosowanie operacji przetwarzania do przepisów,stwierdzając naruszenie przez Szpital przepisów art,odpowiedzialność administratora (art. 24 RODO),66500 zl,art.32ust.1;art.5ust.2;art.58ust.1lit.a;art.4pkt21;art.57ust.1lit.a;art.5;art.5ust.1lit.f;art.24ust.1;art.25ust.1;Art.32ust.2;art.24;art.32ust.1lit.d;art.58ust.2;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;art.83;art.83ust.3;art.83ust.4;art.83ust.2lit.a;art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9ust.1;art.87;art.9ust1;art.9;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.c;art.34ust.1;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.33;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.1;art.58ust.2lit.b;art.4pkt12;art.33ust.1;art.4pkt7;art.4pkt2;art.1ust.2,by-year/2025/2025-06-17__NIEPRAWOMOCNA__DKN.5131.48.2022.txt
473,2023-10-18,2023,NIEPRAWOMOCNA,DKN.5131.55.2022,1,"nakłada na J. Towarzystwo Ubezpieczeń S.A. z siedzibą w N. (ul. (…), N.) administracyjną",stwierdzając naruszenie przez J,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.58ust.1lit.a;art.4pkt12;art.9;art.33;art.24;art.35;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.g;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4,by-year/2023/2023-10-18__NIEPRAWOMOCNA__DKN.5131.55.2022.txt
474,2023-05-16,2023,PRAWOMOCNA,DKN.5131.56.2022,1,"stwierdzając naruszenie przez Burmistrza Miasta Z. (Urząd Miasta Z., ul. (…)), art. 5 ust.",stwierdzając naruszenie przez Burmistrza Miasta Z,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.b;art.32ust.1lit.c;art.32ust.1lit.d;art.5ust.1;art.58ust.2lit.d;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.34ust.3lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2023/2023-05-16__PRAWOMOCNA__DKN.5131.56.2022.txt
475,2024-06-13,2024,PRAWOMOCNA,DKN.5131.57.2022,1,"nakazuje Samodzielnemu Publicznemu Zespołowi Opieki Zdrowotnej z siedzibą w P.,",stwierdzając naruszenie przez Samodzielny Publiczny Zespół Opieki Zdrowotnej z siedzibą w P,bezpieczeństwo przetwarzania (art. 32 RODO),,art.32ust.1;art.5ust.1lit.f;art.5ust.2;art.34ust.1;art.34ust.2;art.25ust.1;Art.5;art.24ust.1;art.32ust.2;art.32ust.1lit.b;art.32ust.1lit.d;art.4pkt12;art.5ust.1;art.33ust.5;art.34;art.87;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.2lit.a;art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.g;art.9ust.1;art.9;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.d;art.32;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.1,by-year/2024/2024-06-13__PRAWOMOCNA__DKN.5131.57.2022.txt
476,2024-04-30,2024,PRAWOMOCNA,DKN.5131.58.2022,1,"nakłada na Stowarzyszenie F. z siedzibą w X. przy ul. (…), administracyjną karę pienięż-",stwierdzając naruszenie przez Stowarzyszenie F,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.58ust.1lit.a;art.4pkt12;art.34ust.3lit.a;art.33ust.3;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.2lit.a;art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.4,by-year/2024/2024-04-30__PRAWOMOCNA__DKN.5131.58.2022.txt
477,2024-03-12,2024,NIEPRAWOMOCNA,DKN.5131.59.2022,1,nakazuje U. (…) S.A. z siedzibą w Z. (…) zawiadomienie - w terminie 3 dni od dnia,1) stwierdzając naruszenie przez U,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.33;art.9;art.10;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.5ust.2;art.87;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.e;art.12ust.3;art.5ust.1lit.f;art.6ust.1;art.15ust.3;art.21ust.2;art.83ust.2lit.f;art.83ust.2lit.g;art.9ust.1;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.3;art.83ust.5;art.83ust.4,by-year/2024/2024-03-12__NIEPRAWOMOCNA__DKN.5131.59.2022.txt
478,2022-11-02,2022,PRAWOMOCNA,DKN.5131.8.2022,1,"nakłada na Wójta Gminy U. za naruszenie przepisów art. 5 ust. 1 lit. f), art. 5 ust. 2, art.",stwierdzając naruszenie przez Wójta Gminy U,zasady przetwarzania danych (art. 5 RODO),,art.5ust.2;art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.25ust.1;art.32ust.2;art.24ust.1;art.32;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.5;art.83ust.2lit.b;art.5ust.1;art.83ust.2lit.d;art.25;art.83ust.2lit.g;art.83ust.2lit.c;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.1,by-year/2022/2022-11-02__PRAWOMOCNA__DKN.5131.8.2022.txt
479,2022-11-23,2022,PRAWOMOCNA,DS.523.1436.2022,1,2) w pozostałym zakresie odmawia uwzględnienia wniosku.,1) udziela W,zasady przetwarzania danych (art. 5 RODO),,art.5ust.1lit.a;art.4pkt2;art.4pkt15;art.9;art.9ust.2;art.9ust.2lit.b;art.9ust.2lit.h;art.5ust.1;art.5ust.2;art.58ust.2;art.29,by-year/2022/2022-11-23__PRAWOMOCNA__DS.523.1436.2022.txt
480,2023-03-10,2023,PRAWOMOCNA,DS.523.2244.2022,1,nakazuje C. Sp. z o.o. (…) usunięcie danych osobowych Pana A. B. (…) w zakresie adresu,naruszenie art,zasady przetwarzania danych (art. 5 RODO),,art.4;art.4ust.1;art.6ust.1;art.6ust.1lit.f;art.5ust.1;art.5ust.1lit.a;art.5ust.1lit.e;art.5ust.1lit.c;art.58ust.2lit.c,by-year/2023/2023-03-10__PRAWOMOCNA__DS.523.2244.2022.txt
481,2022-11-25,2022,PRAWOMOCNA,DS.523.2704.2022,1,upoważnionej do przetwarzania ww. danych osobie zatrudnionej w Spółce.,1,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.9ust.1;art.6ust.1lit.a;art.9ust.2lit.b;art.9ust.2;art.4pkt15;art.58ust.2lit.b,by-year/2022/2022-11-25__PRAWOMOCNA__DS.523.2704.2022.txt
482,2022-07-22,2022,PRAWOMOCNA,DS.523.2941.2022,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.6ust.1lit.f;art.5ust.1lit.a;art.29;art.5ust.1;art.58ust.2,by-year/2022/2022-07-22__PRAWOMOCNA__DS.523.2941.2022.txt
483,2022-12-14,2022,PRAWOMOCNA,DS.523.3215.2022,1,"udziela K. P.-F. ""P…."" Sp. z o.o. z siedzibą we W., upomnienia za naruszenie art. 5 ust. 1",udziela K,zasady przetwarzania danych (art. 5 RODO),,art.6ust.1;art.6ust.1lit.f;art.6ust.1lit.b;art.5ust.1;art.58ust.2;art.5ust.1lit.c,by-year/2022/2022-12-14__PRAWOMOCNA__DS.523.3215.2022.txt
484,2024-03-15,2024,PRAWOMOCNA,DKE.561.1.2023,1,udziela H. Sp. z o.o. z siedzibą we W. przy ul. (…) upomnienia za naruszenie przepisów,udziela H,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.6ust.1lit.c;art.83ust.5lit.e;art.15;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,by-year/2024/2024-03-15__PRAWOMOCNA__DKE.561.1.2023.txt
485,2023-03-07,2023,PRAWOMOCNA,DKE.561.2.2023,1,udziela upomnienia R. Sp. z o.o. z siedzibą w W. przy Al. (…) za naruszenie przepisów art.,udziela upomnienia R,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,by-year/2023/2023-03-07__PRAWOMOCNA__DKE.561.2.2023.txt
486,2023-04-18,2023,PRAWOMOCNA,DKE.561.3.2023,1,"udziela upomnienia P. sp. z o.o. z siedzibą we W. przy ul. (…), za naruszenie przepisów",udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1;art.57ust.1lit.a;art.51;art.58ust.1lit.a;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2023/2023-04-18__PRAWOMOCNA__DKE.561.3.2023.txt
487,2023-06-21,2023,PRAWOMOCNA,DKE.561.4.2023,1,"udziela upomnienia Panu S. Ł., prowadzącemu działalność gospodarczą pod firmą „S” z",siedzibą w P,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.4;art.4pkt7;art.83ust.2,by-year/2023/2023-06-21__PRAWOMOCNA__DKE.561.4.2023.txt
488,2023-12-22,2023,PRAWOMOCNA,DKE.561.5.2023,1,"udziela Pani S. P., zam. w N. przy ul. (…) upomnienia za naruszenie przepisów art. 58 ust.",udziela Pani S,obowiązek informacyjny przy pozyskiwaniu danych od osoby (art. 13 RODO),,art.58ust.1lit.a;art.13ust.1;art.15ust.3;art.83ust.5lit.e;art.5ust.1;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.2,by-year/2023/2023-12-22__PRAWOMOCNA__DKE.561.5.2023.txt
