seq,date,status,signature,resolution,violation,violated_requirement,fine,rodo_articles,summary
475,2024-06-13,PRAWOMOCNA,DKN.5131.57.2022,"nakazuje Samodzielnemu Publicznemu Zespołowi Opieki Zdrowotnej z siedzibą w P.,",stwierdzając naruszenie przez Samodzielny Publiczny Zespół Opieki Zdrowotnej z siedzibą w P,bezpieczeństwo przetwarzania (art. 32 RODO),,art.32ust.1;art.5ust.1lit.f;art.5ust.2;art.34ust.1;art.34ust.2;art.25ust.1;Art.5;art.24ust.1;art.32ust.2;art.32ust.1lit.b;art.32ust.1lit.d;art.4pkt12;art.5ust.1;art.33ust.5;art.34;art.87;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.2lit.a;art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.g;art.9ust.1;art.9;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.d;art.32;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.1,"DKN.5131.57.2022 — 2024-06-13 — PRAWOMOCNA: nakazuje Samodzielnemu Publicznemu Zespołowi Opieki Zdrowotnej z siedzibą w P.,. Naruszenie: stwierdzając naruszenie przez Samodzielny Publiczny Zespół Opieki Zdrowotnej z siedzibą w P. Naruszony wymóg: bezpieczeństwo przetwarzania (art. 32 RODO). Artykuły RODO (wykryte): art.32ust.1, art.5ust.1lit.f, art.5ust.2, art.34ust.1, art.34ust.2, art.25ust.1, Art.5, art.24ust.1, art.32ust.2, art.32ust.1lit.b, art.32ust.1lit.d, art.4pkt12, art.5ust.1, art.33ust.5, art.34, art.87, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.5lit.a, art.83ust.2lit.a, art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.g, art.9ust.1, art.9, art.83ust.2lit.k, art.83ust.2, art.83ust.2lit.d, art.32, art.83ust.2lit.e, art.83ust.2lit.f, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.58ust.2lit.b, art.83ust.1."
476,2024-04-30,PRAWOMOCNA,DKN.5131.58.2022,"nakłada na Stowarzyszenie F. z siedzibą w X. przy ul. (…), administracyjną karę pienięż-",stwierdzając naruszenie przez Stowarzyszenie F,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.58ust.1lit.a;art.4pkt12;art.34ust.3lit.a;art.33ust.3;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.2lit.a;art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.g;art.9;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.4,"DKN.5131.58.2022 — 2024-04-30 — PRAWOMOCNA: nakłada na Stowarzyszenie F. z siedzibą w X. przy ul. (…), administracyjną karę pienięż-. Naruszenie: stwierdzając naruszenie przez Stowarzyszenie F. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.58ust.1lit.a, art.4pkt12, art.34ust.3lit.a, art.33ust.3, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.2lit.a, art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.k, art.83ust.2lit.c, art.83ust.2, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.g, art.9, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.4."
477,2024-03-12,NIEPRAWOMOCNA,DKN.5131.59.2022,nakazuje U. (…) S.A. z siedzibą w Z. (…) zawiadomienie - w terminie 3 dni od dnia,1) stwierdzając naruszenie przez U,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.33;art.9;art.10;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.5ust.2;art.87;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.e;art.12ust.3;art.5ust.1lit.f;art.6ust.1;art.15ust.3;art.21ust.2;art.83ust.2lit.f;art.83ust.2lit.g;art.9ust.1;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.3;art.83ust.5;art.83ust.4,"DKN.5131.59.2022 — 2024-03-12 — NIEPRAWOMOCNA: nakazuje U. (…) S.A. z siedzibą w Z. (…) zawiadomienie - w terminie 3 dni od dnia. Naruszenie: 1) stwierdzając naruszenie przez U. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.1lit.a, art.33, art.9, art.10, art.4pkt12, art.33ust.3lit.b, art.34ust.3, art.34ust.3lit.a, art.5ust.2, art.87, art.33ust.3, art.5ust.1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.2, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.e, art.12ust.3, art.5ust.1lit.f, art.6ust.1, art.15ust.3, art.21ust.2, art.83ust.2lit.f, art.83ust.2lit.g, art.9ust.1, art.83ust.2lit.k, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust2lit.j, art.83ust.1, art.83ust.3, art.83ust.5, art.83ust.4."
478,2022-11-02,PRAWOMOCNA,DKN.5131.8.2022,"nakłada na Wójta Gminy U. za naruszenie przepisów art. 5 ust. 1 lit. f), art. 5 ust. 2, art.",stwierdzając naruszenie przez Wójta Gminy U,zasady przetwarzania danych (art. 5 RODO),,art.5ust.2;art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.25ust.1;art.32ust.2;art.24ust.1;art.32;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.5;art.83ust.2lit.b;art.5ust.1;art.83ust.2lit.d;art.25;art.83ust.2lit.g;art.83ust.2lit.c;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.1,"DKN.5131.8.2022 — 2022-11-02 — PRAWOMOCNA: nakłada na Wójta Gminy U. za naruszenie przepisów art. 5 ust. 1 lit. f), art. 5 ust. 2, art.. Naruszenie: stwierdzając naruszenie przez Wójta Gminy U. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.5ust.2, art.32ust.1, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.25ust.1, art.32ust.2, art.24ust.1, art.32, art.32ust.1lit.b, art.58ust.2lit.i, art.83, art.83ust.2lit.a, art.83ust.5, art.83ust.2lit.b, art.5ust.1, art.83ust.2lit.d, art.25, art.83ust.2lit.g, art.83ust.2lit.c, art.83ust.2lit.e, art.83ust.2lit.f, art.83ust.2lit.k, art.83ust.2, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.1."
479,2022-11-23,PRAWOMOCNA,DS.523.1436.2022,2) w pozostałym zakresie odmawia uwzględnienia wniosku.,1) udziela W,zasady przetwarzania danych (art. 5 RODO),,art.5ust.1lit.a;art.4pkt2;art.4pkt15;art.9;art.9ust.2;art.9ust.2lit.b;art.9ust.2lit.h;art.5ust.1;art.5ust.2;art.58ust.2;art.29,"DS.523.1436.2022 — 2022-11-23 — PRAWOMOCNA: 2) w pozostałym zakresie odmawia uwzględnienia wniosku.. Naruszenie: 1) udziela W. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.5ust.1lit.a, art.4pkt2, art.4pkt15, art.9, art.9ust.2, art.9ust.2lit.b, art.9ust.2lit.h, art.5ust.1, art.5ust.2, art.58ust.2, art.29."
480,2023-03-10,PRAWOMOCNA,DS.523.2244.2022,nakazuje C. Sp. z o.o. (…) usunięcie danych osobowych Pana A. B. (…) w zakresie adresu,naruszenie art,zasady przetwarzania danych (art. 5 RODO),,art.4;art.4ust.1;art.6ust.1;art.6ust.1lit.f;art.5ust.1;art.5ust.1lit.a;art.5ust.1lit.e;art.5ust.1lit.c;art.58ust.2lit.c,"DS.523.2244.2022 — 2023-03-10 — PRAWOMOCNA: nakazuje C. Sp. z o.o. (…) usunięcie danych osobowych Pana A. B. (…) w zakresie adresu. Naruszenie: naruszenie art. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.4, art.4ust.1, art.6ust.1, art.6ust.1lit.f, art.5ust.1, art.5ust.1lit.a, art.5ust.1lit.e, art.5ust.1lit.c, art.58ust.2lit.c."
481,2022-11-25,PRAWOMOCNA,DS.523.2704.2022,upoważnionej do przetwarzania ww. danych osobie zatrudnionej w Spółce.,1,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.9ust.1;art.6ust.1lit.a;art.9ust.2lit.b;art.9ust.2;art.4pkt15;art.58ust.2lit.b,"DS.523.2704.2022 — 2022-11-25 — PRAWOMOCNA: upoważnionej do przetwarzania ww. danych osobie zatrudnionej w Spółce.. Naruszenie: 1. Naruszony wymóg: podstawa prawna przetwarzania (art. 6 RODO). Artykuły RODO (wykryte): art.6ust.1, art.9ust.1, art.6ust.1lit.a, art.9ust.2lit.b, art.9ust.2, art.4pkt15, art.58ust.2lit.b."
483,2022-12-14,PRAWOMOCNA,DS.523.3215.2022,"udziela K. P.-F. ""P…."" Sp. z o.o. z siedzibą we W., upomnienia za naruszenie art. 5 ust. 1",udziela K,zasady przetwarzania danych (art. 5 RODO),,art.6ust.1;art.6ust.1lit.f;art.6ust.1lit.b;art.5ust.1;art.58ust.2;art.5ust.1lit.c,"DS.523.3215.2022 — 2022-12-14 — PRAWOMOCNA: udziela K. P.-F. ""P…."" Sp. z o.o. z siedzibą we W., upomnienia za naruszenie art. 5 ust. 1. Naruszenie: udziela K. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.6ust.1, art.6ust.1lit.f, art.6ust.1lit.b, art.5ust.1, art.58ust.2, art.5ust.1lit.c."
484,2024-03-15,PRAWOMOCNA,DKE.561.1.2023,udziela H. Sp. z o.o. z siedzibą we W. przy ul. (…) upomnienia za naruszenie przepisów,udziela H,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.6ust.1lit.c;art.83ust.5lit.e;art.15;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,"DKE.561.1.2023 — 2024-03-15 — PRAWOMOCNA: udziela H. Sp. z o.o. z siedzibą we W. przy ul. (…) upomnienia za naruszenie przepisów. Naruszenie: udziela H. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.6ust.1lit.c, art.83ust.5lit.e, art.15, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.2."
485,2023-03-07,PRAWOMOCNA,DKE.561.2.2023,udziela upomnienia R. Sp. z o.o. z siedzibą w W. przy Al. (…) za naruszenie przepisów art.,udziela upomnienia R,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.2,"DKE.561.2.2023 — 2023-03-07 — PRAWOMOCNA: udziela upomnienia R. Sp. z o.o. z siedzibą w W. przy Al. (…) za naruszenie przepisów art.. Naruszenie: udziela upomnienia R. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.2."
486,2023-04-18,PRAWOMOCNA,DKE.561.3.2023,"udziela upomnienia P. sp. z o.o. z siedzibą we W. przy ul. (…), za naruszenie przepisów",udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1;art.57ust.1lit.a;art.51;art.58ust.1lit.a;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,"DKE.561.3.2023 — 2023-04-18 — PRAWOMOCNA: udziela upomnienia P. sp. z o.o. z siedzibą we W. przy ul. (…), za naruszenie przepisów. Naruszenie: udziela upomnienia P. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.31, art.58ust.1, art.57ust.1lit.a, art.51, art.58ust.1lit.a, art.83ust5lite, art.58ust.2lit.b, art.83ust.2."
487,2023-06-21,PRAWOMOCNA,DKE.561.4.2023,"udziela upomnienia Panu S. Ł., prowadzącemu działalność gospodarczą pod firmą „S” z",siedzibą w P,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.4;art.4pkt7;art.83ust.2,"DKE.561.4.2023 — 2023-06-21 — PRAWOMOCNA: udziela upomnienia Panu S. Ł., prowadzącemu działalność gospodarczą pod firmą „S” z. Naruszenie: siedzibą w P. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.31, art.83ust.4lit.a, art.83ust.4, art.4pkt7, art.83ust.2."
488,2023-12-22,PRAWOMOCNA,DKE.561.5.2023,"udziela Pani S. P., zam. w N. przy ul. (…) upomnienia za naruszenie przepisów art. 58 ust.",udziela Pani S,obowiązek informacyjny przy pozyskiwaniu danych od osoby (art. 13 RODO),,art.58ust.1lit.a;art.13ust.1;art.15ust.3;art.83ust.5lit.e;art.5ust.1;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.57ust.1lit.h;art.58ust.1;art.58ust.1lit.e;art.83ust.2,"DKE.561.5.2023 — 2023-12-22 — PRAWOMOCNA: udziela Pani S. P., zam. w N. przy ul. (…) upomnienia za naruszenie przepisów art. 58 ust.. Naruszenie: udziela Pani S. Naruszony wymóg: obowiązek informacyjny przy pozyskiwaniu danych od osoby (art. 13 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.13ust.1, art.15ust.3, art.83ust.5lit.e, art.5ust.1, art.57ust.1lit.a, art.51, art.57ust.1lit.f, art.57ust.1lit.h, art.58ust.1, art.58ust.1lit.e, art.83ust.2."
489,2025-04-01,NIEPRAWOMOCNA,DKN.5131.10.2023,"Nakazuje G. M. prowadzącej działalność gospodarczą pod firmą (…) ul. (…), (…)-(…)",1,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.5ust.2;art.33ust.1;art.58ust.1lit.a;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.32ust.1lit.d;art.5ust.1;art.32ust1lit.d;art.4pkt12;art.83ust.3;art.58ust.2lit.i;art.58ust.2;art.83ust.4lit.a;art.83ust.5lit.a;art.83;art.83ust.5;art.83ust.4;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2;art.83ust2lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.g;art.9ust.1;art.10;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;Art.82ust.1;art.58ust.2lit.b,"DKN.5131.10.2023 — 2025-04-01 — NIEPRAWOMOCNA: Nakazuje G. M. prowadzącej działalność gospodarczą pod firmą (…) ul. (…), (…)-(…). Naruszenie: 1. Naruszony wymóg: odpowiedzialność administratora (art. 24 RODO). Artykuły RODO (wykryte): art.32ust.1, art.5ust.2, art.33ust.1, art.58ust.1lit.a, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.24ust.1, art.32ust.2, art.25ust.1, art.32ust.1lit.d, art.5ust.1, art.32ust1lit.d, art.4pkt12, art.83ust.3, art.58ust.2lit.i, art.58ust.2, art.83ust.4lit.a, art.83ust.5lit.a, art.83, art.83ust.5, art.83ust.4, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.h, art.83ust.2, art.83ust2lit.c, art.83ust.2lit.d, art.25, art.32, art.83ust.2lit.e, art.83ust.2lit.g, art.9ust.1, art.10, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83ust.1, Art.82ust.1, art.58ust.2lit.b."
490,2023-11-30,NIEPRAWOMOCNA,DKN.5131.26.2023,"nakłada na Szkołę (…) w K. z siedzibą w K. przy al. (…), za naruszenie przepisów art. 5",stwierdzając naruszenie przez Szkołę (…) w K,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.5ust.1lit.f;art.5ust.2;art.4pkt12;art.33;art.4pkt7;art.58ust.1lit.b;Art.5;art.24ust.1;art.24;art.25ust.1;Art.32ust.2;art.32ust.1lit.d;art.5ust.1;art.32ust.1lit.b;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.58ust2;art.58ust.2lit.b;art.83ust.1,"DKN.5131.26.2023 — 2023-11-30 — NIEPRAWOMOCNA: nakłada na Szkołę (…) w K. z siedzibą w K. przy al. (…), za naruszenie przepisów art. 5. Naruszenie: stwierdzając naruszenie przez Szkołę (…) w K. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.32ust.1, art.5ust.1lit.f, art.5ust.2, art.4pkt12, art.33, art.4pkt7, art.58ust.1lit.b, Art.5, art.24ust.1, art.24, art.25ust.1, Art.32ust.2, art.32ust.1lit.d, art.5ust.1, art.32ust.1lit.b, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.5lit.a, art.83ust.3, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.g, art.9, art.87, art.83ust.2lit.c, art.83ust.2lit.f, art.83ust.2, art.83ust.2lit.d, art.25, art.83ust.2lit.e, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.58ust2, art.58ust.2lit.b, art.83ust.1."
491,2024-03-12,PRAWOMOCNA,DKN.5131.28.2023,nakłada na (…) Polska S.A. z siedzibą O (ul. (…)) administracyjną karę pieniężną w wyso-,stwierdzając naruszenie przez (…) Polska S,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.33ust1;art.4pkt12;art.34ust.3;art.34ust.1;art.33ust.3;art.5ust.2;art.87;art.33;art.34ust.2;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.15ust.1lit.c;art.15ust.1lit.a;art.12ust.3;art.83ust.2lit.g;art.9;art.10;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.83ust.4;art.83ust.5,"DKN.5131.28.2023 — 2024-03-12 — PRAWOMOCNA: nakłada na (…) Polska S.A. z siedzibą O (ul. (…)) administracyjną karę pieniężną w wyso-. Naruszenie: stwierdzając naruszenie przez (…) Polska S. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.33ust1, art.4pkt12, art.34ust.3, art.34ust.1, art.33ust.3, art.5ust.2, art.87, art.33, art.34ust.2, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.e, art.6ust.1, art.15ust.1lit.c, art.15ust.1lit.a, art.12ust.3, art.83ust.2lit.g, art.9, art.10, art.83ust.2lit.f, art.83ust.2lit.k, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust2lit.j, art.83ust.1, art.83ust.4, art.83ust.5."
492,2024-04-29,NIEPRAWOMOCNA,DKN.5131.29.2023,"stwierdzając naruszenie przez A. Sp. k. z siedzibą w T. (T., ul. (…)) przepisów art. 24 ust.",stwierdzając naruszenie przez A,odpowiedzialność administratora (art. 24 RODO),238345 zl,art.5ust.2;art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.32ust.1lit.b;art.32ust.1lit.d;art.32ust1lit.d;art.5ust.1;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9ust.1;art.10;art.87;art.9;art.83ust.2lit.f;art.34;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.33;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;art.83ust.5;art.83ust.4;art.83,"DKN.5131.29.2023 — 2024-04-29 — NIEPRAWOMOCNA: stwierdzając naruszenie przez A. Sp. k. z siedzibą w T. (T., ul. (…)) przepisów art. 24 ust.. Naruszenie: stwierdzając naruszenie przez A. Naruszony wymóg: odpowiedzialność administratora (art. 24 RODO). Kara: 238345 zl. Artykuły RODO (wykryte): art.5ust.2, art.32ust.1, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.24ust.1, art.32ust.2, art.25ust.1, art.32ust.1lit.b, art.32ust.1lit.d, art.32ust1lit.d, art.5ust.1, art.58ust.2lit.i, art.83ust.4lit.a, art.83ust.5lit.a, Art.83ust.3, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.g, art.9ust.1, art.10, art.87, art.9, art.83ust.2lit.f, art.34, art.83ust.2lit.c, art.83ust.2, art.83ust.2lit.d, art.25, art.32, art.83ust.2lit.e, art.83ust.2lit.h, art.33, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83ust.1, art.83ust.5, art.83ust.4, art.83."
493,2023-12-20,PRAWOMOCNA,DKN.5131.32.2023,"nakazuje Ministrowi Zdrowia (Warszawa, ul. (…)) zawiadomienie - w terminie 3 dni","stwierdzając naruszenie przez Ministra Zdrowia (Warszawa, ul",podstawa prawna przetwarzania (art. 6 RODO),,art.5ust.1lit.a;art.5ust.1lit.f;art.5ust.2;art.32ust.1;art.33ust.3;art.33ust.3lit.c;Art.5;art.6ust.1;art.6ust.1lit.f;Art.9ust.1;art.4pkt2;art.25ust.1;art.32ust.2;art.5ust.1lita;art.24ust1;art.5ust1lit.f;art.5ust.1;art.34ust.1;art.34ust.2;art.5ust1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.g;art.83ust.2;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1;art.83ust.5;art.6,"DKN.5131.32.2023 — 2023-12-20 — PRAWOMOCNA: nakazuje Ministrowi Zdrowia (Warszawa, ul. (…)) zawiadomienie - w terminie 3 dni. Naruszenie: stwierdzając naruszenie przez Ministra Zdrowia (Warszawa, ul. Naruszony wymóg: podstawa prawna przetwarzania (art. 6 RODO). Artykuły RODO (wykryte): art.5ust.1lit.a, art.5ust.1lit.f, art.5ust.2, art.32ust.1, art.33ust.3, art.33ust.3lit.c, Art.5, art.6ust.1, art.6ust.1lit.f, Art.9ust.1, art.4pkt2, art.25ust.1, art.32ust.2, art.5ust.1lita, art.24ust1, art.5ust1lit.f, art.5ust.1, art.34ust.1, art.34ust.2, art.5ust1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.83ust.4lit.a, art.83ust.5lit.a, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.g, art.83ust.2, art.83ust.2lit.d, art.25, art.32, art.83ust.2lit.e, art.83ust2lit.f, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83ust.1, art.83ust.5, art.6."
494,2024-09-02,NIEPRAWOMOCNA,DKN.5131.33.2023,"nakazuje Prokuraturze Krajowej zawiadomienie, w terminie 3 dni od dnia otrzymania",stwierdzając naruszenie przez Prokuraturę Krajową z siedzibą w Warszawie przy ul,podstawa prawna przetwarzania (art. 6 RODO),85000 zl,art.6ust.1;art.9ust.1;art.5ust.1lit.a;art.33ust.1;art.34ust.1;art.34ust.2;art.4pkt7;art.55ust.3;art.4pkt2;art.5ust.2;art.9ust.2;art.34ust.3lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;art.83;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.33;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.83ust2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust2lit.j;art.58ust.2lit.b;art.83ust.1,"DKN.5131.33.2023 — 2024-09-02 — NIEPRAWOMOCNA: nakazuje Prokuraturze Krajowej zawiadomienie, w terminie 3 dni od dnia otrzymania. Naruszenie: stwierdzając naruszenie przez Prokuraturę Krajową z siedzibą w Warszawie przy ul. Naruszony wymóg: podstawa prawna przetwarzania (art. 6 RODO). Kara: 85000 zl. Artykuły RODO (wykryte): art.6ust.1, art.9ust.1, art.5ust.1lit.a, art.33ust.1, art.34ust.1, art.34ust.2, art.4pkt7, art.55ust.3, art.4pkt2, art.5ust.2, art.9ust.2, art.34ust.3lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.83ust.4lit.a, art.83ust.5lit.a, art.83, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.33, art.83ust.2lit.c, art.83ust.2lit.f, art.83ust.2lit.g, art.83ust2lit.g, art.9, art.83ust.2lit.k, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust2lit.j, art.58ust.2lit.b, art.83ust.1."
